id,iwm94,hischshr1520m,hischshr1520f,lpop1994,sexr,lareapre
709,-0.219085619,0.184304938,0.207485765,10.00061417,0.979341269,13.35044384
710,-0.439980626,0.150943398,0.223300964,7.707512379,1.147666812,11.4341526
711,-0.389347315,0.208385482,0.198610306,9.610122681,0.970192015,12.60680676
712,-0.432964325,0.238993704,0.143790856,6.773080349,1.229131222,10.52409077
713,-0.341511935,0.152173907,0.197916672,7.392647743,1.011524796,10.8247261
714,-0.256729394,0.185354695,0.270731717,8.248529434,1.011818647,11.64854813
715,-0.170167059,0.203007519,0.280130297,9.12761116,0.952421427,12.54665089
716,-0.471498936,0.052083332,0.06666667,7.314552784,0.92966634,11.14769936
717,-0.503964722,0.105263159,0.07692308,7.087573528,0.959183693,10.55349255
718,NA,0.127659574,0.054945055,NA,0.966536939,10.93349934
719,-0.614843726,0.111111112,0.033707865,7.221835613,1.00394094,10.2572031
720,-0.239273369,0.170578375,0.181451619,10.17888165,0.954781234,13.50136852
721,-0.46287626,0.0625,0.044943821,7.361375332,0.991935492,10.54578876
722,-0.328725964,0.152317882,0.137681156,7.492203236,1.021875024,11.61159325
723,-0.400252521,0.208791211,0.202380955,6.796823502,1.169230819,10.14568806
724,-0.404356062,0.067961164,0.093457945,7.039660454,0.98898679,10.52484322
725,-0.270397842,0.136842102,0.0859375,7.380255699,1.304381251,10.65471458
726,-0.36662817,0.20408164,0.142857149,7.541152477,1.443548441,10.96325493
727,-0.120569184,0.347173601,0.404813737,10.46672535,1.085445881,14.2623682
728,-0.41748634,0.153153151,0.043010753,6.917705536,1.123255849,10.31539822
729,-0.247635424,0.061068702,0.042780749,7.129297733,0.954921126,10.55466652
730,-0.102386624,0.128014848,0.166666672,8.434028625,1.062084794,11.59257698
731,-0.040574804,0.130841121,0.109243698,7.157735348,1.044763565,10.57643223
732,-0.258600235,0.169230774,0.180851057,6.796823502,1.201863408,10.41586208
733,-0.460076034,0.180952385,0.150000006,7.020190716,1.107350111,10.51545143
734,-0.173045278,0.155158728,0.16602613,9.95013237,0.99811101,13.13826466
735,-0.413093418,0.105022833,0.076233186,7.936302662,1.018473506,11.29659653
736,-0.434549361,0.114942528,0.152173907,6.905753136,1.063758373,10.05693817
737,-0.416279078,0.172413796,0.235294119,7.229838848,1.01898098,11.02113438
738,-0.116529971,0.207510516,0.227814898,12.6825304,0.996721148,15.80139065
739,NA,0.126315787,0.118705034,NA,1.064818621,11.87774181
740,-0.145043612,0.15305011,0.109289616,9.025215149,1.063593149,11.34979439
741,NA,0.182539687,0.108695649,NA,1.372148871,11.27511215
742,-0.108975828,0.151424289,0.09375,8.473450661,1.05268836,13.59287643
743,-0.052326947,0.121470779,0.153267786,9.525734901,0.983564138,13.03580284
744,-0.035487905,0.197733045,0.200283706,12.35863495,0.988882184,15.28355598
745,-0.466216207,0.187290967,0.257525086,8.244596481,1.028508782,11.68837357
746,-0.562114537,0.16883117,0.259459466,7.824845791,1.10019958,11.40581894
747,-0.417067319,0.195121944,0.280000001,6.804614544,1.138780832,10.57103443
748,-0.467403769,0.241869912,0.287234038,8.92943573,0.98575449,12.28461552
749,-0.444093466,0.097826086,0.161016956,7.470793724,0.970934808,11.19854355
750,0.015555561,0.135802463,0.071428575,6.891625881,0.939775884,10.3119154
751,-0.452328146,0.128205135,0.115789473,6.880383968,1.027114987,10.41457272
752,-0.369268298,0.184,0.147286817,7.711101055,0.924400747,11.27745628
753,-0.309956968,0.303444177,0.331852794,9.582110405,0.995003283,12.86718464
754,-0.387379467,0.168674693,0.13636364,7.092573643,1.074576259,10.62575626
755,-0.389641434,0.212121218,0.22857143,7.217443466,1.525494218,11.09851551
756,-0.330197394,0.193341866,0.241022527,9.599202156,1.132949233,12.77685452
757,-0.217422098,0.12686567,0.171875,7.295734882,1.065531969,10.78923702
758,-0.527874529,0.092783503,0.183908045,7.106606007,1.105459094,10.75958252
759,-0.252087831,0.34125638,0.270396262,8.159660339,1.135959029,11.97039509
760,-0.267306596,0.3017838,0.509339988,10.5098505,1.091194987,13.48433113
761,-0.360080242,0.077464789,0.109489053,6.973543167,1.066921592,10.78923702
762,-0.467735797,0.147435904,0.203125,7.95296669,1.204891562,11.59523296
763,-0.501584768,0.126436785,0.227272734,7.198183537,1.072263598,10.89111233
764,-0.302800924,0.172497973,0.294032037,8.879472733,1.173962712,12.31878948
765,-0.300703764,0.139200002,0.214285716,7.431299686,1.556258798,11.0570612
766,-0.516106427,0.131868139,0.17582418,7.363279819,0.975138128,11.17139244
767,-0.452554733,0.073529415,0.358208954,6.985641956,1.124174356,10.63573551
768,-0.364818692,0.156911582,0.210837439,9.370075226,1.174407721,12.50609589
769,-0.541666687,0.123005658,0.054054055,6.682108402,10.33636379,10.35344791
770,-0.550949037,0.17689769,0.375912398,7.722677708,2.536811352,11.37062454
771,-0.382808447,0.186788157,0.199063227,8.378849983,1.001178741,11.69672108
772,-0.471240103,0.09142857,0.152380958,7.635303974,1.136016607,10.95913982
773,-0.313662946,0.195652172,0.248226956,7.676937103,0.972710729,11.52000999
774,-0.378016084,0.220588237,0.252631575,7.351158142,0.988933623,11.15602207
775,-0.477153569,0.30107528,0.247191012,7.249925613,1.015625,10.80839348
776,-0.273246586,0.234782606,0.232835814,8.117610931,0.989485145,11.41736126
777,-0.715421319,0.261261255,0.145299152,7.214504242,1.00280118,10.71871948
778,-0.636467934,0.144927531,0.114285715,6.827629089,1.072340369,10.22125053
779,0.122009546,0.303571433,0.185792357,6.84375,1.054054022,9.966791153
780,-0.488108724,0.160997733,0.234899327,7.553286552,1.233660102,10.82923317
781,-0.565533936,0.152905196,0.203389823,6.120297432,1.551560998,10.05255413
782,-0.153389469,0.175526574,0.193972185,10.24494743,1.087496638,13.5610218
783,NA,0.103448279,0.021505376,NA,0.981452882,10.34689045
784,-0.385996938,0.223350257,0.298245609,8.215006828,1.401236534,11.91746998
785,0.057793319,0.30392158,0.219512194,7.182352066,1.198184609,9.804219246
786,-0.271849602,0.2464986,0.184210524,7.67508173,1.017674088,12.1064949
787,-0.638586998,0.212244898,0.189054728,6.091310024,1.171274424,9.990445137
788,-0.30796355,0.214025497,0.239302695,8.255048752,1.258946538,12.31624889
789,-0.243538752,0.182978719,0.122905031,6.98933506,1.211764693,10.13737297
790,-0.444785297,0.225053072,0.219339624,6.993015289,1.143212557,10.80171585
791,-0.374140292,0.328034669,0.357798159,7.78945446,1.151971698,11.44360733
792,0.045248896,0.087837838,0.102941178,5.493061543,1.157630563,9.973712921
793,0.043352574,0.260504216,0.158730164,5.908082962,1.095808387,10.27797794
794,0.101210117,0.144329891,0.23595506,6.901737213,1.07511735,9.897418976
795,0.078651667,0.140000001,0.125581399,6.796823502,1.045553088,10.38508034
796,NA,0.251908392,0.209090903,NA,1.084439039,10.29465103
797,0.0119403,0.093023255,0.13636364,7.379008293,1.140416026,10.72943783
798,-0.404747009,0.15384616,0.17845118,7.486052513,1.601118803,11.45971489
799,-0.162686557,0.075000003,0.01754386,6.638567924,0.921875,10.33805847
800,-0.493498057,0.12560387,0.095238097,7.549082756,1.07185626,11.1734724
801,0.069580734,0.168888882,0.102803737,7.152268887,1.117474318,10.45440865
802,0.002377182,0.239361703,0.201030925,7.266827583,1.050306797,10.53196239
803,NA,0.208333328,0.161290318,NA,1.094420552,10.21016312
804,0.006195784,0.235714287,0.198347107,6.797940254,1.04502809,10.45478344
805,-0.003781736,0.224096388,0.26060605,7.641564369,1.144492149,11.62424278
806,-0.465486735,0.229729727,0.30844155,7.095893383,0.971439004,10.89427376
807,-0.524943292,0.06666667,0.010989011,6.898714542,0.944567621,10.22904301
808,-0.433333337,0.171232879,0.089430891,6.054439545,1.046979904,10.05659485
809,NA,0.15463917,0.052631579,NA,1.052259922,10.01121998
810,NA,0.122807018,0.055172414,NA,1.036823988,9.756958008
811,NA,0.083832338,0.033519555,NA,1.048760295,10.27342892
812,0.131986082,0.198097363,0.136742637,9.349319458,0.981519699,12.87608433
813,NA,0.192307696,0.180000007,NA,1.016339898,10.94917393
814,-0.302455366,0.141906872,0.07185629,8.301273346,0.90231961,11.69022655
815,-0.485639691,0.040322579,0.029069768,7.152268887,0.918755412,10.08722496
816,-0.10997963,0.171052635,0.041666668,6.963190079,0.997214496,10.26778316
817,-0.036613286,0.06779661,0.038216561,6.921658039,0.983140171,10.74466705
818,-0.067843869,0.239130437,0.050000001,7.129297733,1.020512819,10.69058037
819,NA,0.063157894,0.063829787,NA,1.01849401,9.927204132
820,-0.039263815,0.115384616,0.017094018,6.736967087,0.962962985,10.44822216
821,0.031613499,0.208678305,0.213646963,11.21015644,0.969346642,14.50253582
822,NA,0.043956045,0.033783782,NA,0.847916663,10.45898056
823,-0.110451311,0.192307696,0.046511628,6.793466091,1.004360437,10.41150951
824,-0.450717717,0.275000006,0.057471264,7.020190716,0.979833901,10.39793968
825,-0.016409248,0.200000003,0.221649483,7.751045227,0.910356343,11.36125374
826,-0.293942869,0.131056398,0.112338856,9.374498367,0.971898854,12.88358593
827,-0.467857152,0.17037037,0.224637687,6.84375,1.031275749,10.8679018
828,0.070743412,0.184,0.226277366,8.214194298,0.982006907,11.90287781
829,-0.340548337,0.060606062,0.071895428,7.304515839,1.02709794,10.68028641
830,-0.384931505,0.234567896,0.07526882,6.682108402,0.947154462,10.42445183
831,0.080091536,0.270967752,0.167832166,6.834108829,1.114931226,10.7158165
832,-0.218637004,0.212034389,0.207951069,8.283241272,0.94651866,11.77499771
833,NA,0.265625,0.181818187,NA,0.950777173,10.34016037
834,-0.454545468,0.310606062,0.158450708,7.847372055,0.976341367,11.57010841
835,-0.166762531,0.283400804,0.15625,7.571988583,1.040828705,11.06278706
836,-0.274553567,0.172185436,0.122905031,7.277938366,1.002323747,10.51942921
837,0.004694819,0.148936167,0.018292682,7.300472736,0.886021495,10.69575596
838,-0.02208668,0.236305043,0.225122347,9.402529716,1.083034039,13.0941906
839,-0.53536588,0.197802201,0.177083328,6.822197437,0.986444235,10.399189
840,-0.187168613,0.115942031,0.130750611,9.73601532,0.960183859,13.19089985
841,-0.283121586,0.015625,0.025974026,6.390240669,1.015454531,10.12647152
842,NA,0.15625,0.049295776,NA,0.990338147,10.46473026
843,NA,0.070351757,0.029411765,NA,1.092437029,10.87366009
844,-0.43315509,0.081818178,0.063636363,6.950814724,1.093580008,10.32285595
845,0.104308397,0.174358979,0.020080321,7.344072819,0.958576441,10.98432636
846,-0.009606987,0.137931034,0.032786883,7.113142014,1.006814361,10.33436012
847,-0.00426051,0.205029011,0.075510204,7.51914978,1.06368053,11.11865234
848,-0.385585576,0.200000003,0.186119869,8.192570686,1.066772699,11.74820328
849,-0.32749325,0.106796116,0.077922076,6.710523129,1.047852755,10.4621315
850,-0.406794637,0.140845075,0.200000003,8.528923988,0.995190382,12.02932358
851,-0.31377551,0.195652172,0.231788084,7.156176567,1.109465003,10.78861809
852,-0.289127856,0.06185567,0.03960396,6.779922009,1.010676146,10.94020653
853,-0.262144059,0.083916083,0.078014188,7.159291744,0.981038749,10.73125267
854,-0.195530742,0.068376072,0.053097345,6.856462002,1.117785573,10.633955
855,-0.391304344,0.193749994,0.18238993,7.566310883,0.945783138,11.10513783
856,-0.506269574,0.105263159,0.117647059,7.197435379,1.062883377,10.94549465
857,-0.127715036,0.167999998,0.111111112,7.150701523,1.003289461,10.69808483
858,-0.361792952,0.077922076,0.135135129,6.920671463,1.009395957,10.43488026
859,-0.223606154,0.128378376,0.146341458,7.50494194,0.994856715,11.27787399
860,-0.321810186,0.131147534,0.164705887,7.474205017,1.050835133,11.11228371
861,-0.524559796,0.179487184,0.238095239,7.03790617,0.969418943,10.53807831
862,-0.289915979,0.086956523,0.077419356,6.190315247,1,10.14619827
863,-0.420338988,0.116959065,0.140625,7.170119762,0.938615263,10.47756958
864,-0.330485284,0.159999996,0.160305336,8.071843147,0.963429511,11.75398731
865,-0.601098895,0.169014081,0.211111113,6.89467001,0.9710145,10.58164787
866,-0.423994541,0.204918027,0.198347107,7.358830929,0.990545452,11.21416855
867,-0.337209284,0.134146348,0.10958904,6.833031654,0.944444418,10.92159462
868,-0.408762068,0.258241773,0.34010151,7.901747704,0.913826704,11.87347031
869,-0.279342711,0.07692308,0.15384616,6.779922009,1.006702423,10.6227169
870,-0.322709143,0.173076928,0.311111122,7.386470795,1.009366035,11.28244209
871,-0.293080926,0.14705883,0.141891897,7.451822281,0.932972252,11.25951576
872,-0.40031153,0.206008583,0.19480519,7.643961906,1.00814569,11.4279232
873,-0.346726179,0.161702126,0.197755963,9.007612228,0.967365324,12.74893188
874,-0.591404736,0.189781025,0.131249994,7.41697979,0.983520627,10.85516453
875,-0.286404431,0.213836476,0.217391297,7.400620461,1.016284704,11.25906467
876,-0.382641166,0.132231399,0.260162592,7.741098881,0.89684993,11.83194637
877,-0.277725995,0.301369876,0.266666681,7.080867767,0.901982367,10.86207104
878,-0.46132037,0.160655737,0.105960265,7.920083046,0.987291515,11.87450123
879,-0.177914113,0.131868139,0.155339807,7.252053738,0.893295586,11.10250282
880,-0.555266559,0.211267605,0.306666672,6.714170456,0.918136001,10.80875778
881,NA,0.071428575,0.205882356,NA,1.987261176,10.77222538
882,-0.423234612,0.229885057,0.243055552,7.777373791,1.058503985,11.6410017
883,-0.423545361,0.274647892,0.272058815,6.677083492,1.046332002,10.38994884
884,-0.37160328,0.201257855,0.226277366,7.385231018,1.014705896,10.8351984
885,-0.53348732,0.15384616,0.203007519,6.797940254,0.965675056,10.83322716
886,-0.47289449,0.244131461,0.25666666,7.721348763,1.299145341,11.60689831
887,-0.528409123,0.140350878,0.139240503,6.710523129,0.923283994,10.43962955
888,-0.211286694,0.082251079,0.063025214,7.781973362,0.935194433,11.43701553
889,-0.401965857,0.110638298,0.114893615,7.661527157,1.007874012,11.64334869
890,-0.04236111,0.120689653,0.146198824,7.387709141,0.925786138,11.61630344
891,-0.371134013,0.201834857,0.146551728,6.980075836,1.046058416,10.73203945
892,-0.056399137,0.090909094,0.093023255,7.327780724,1.012802243,11.1222353
893,-0.500792444,0.177966103,0.125874132,7.247792721,0.929771006,10.62752724
894,-0.286670089,0.073248409,0.032467533,7.664815903,0.993365765,11.46439648
895,-0.234232917,0.160839155,0.206798866,8.9349823,1.003935337,12.59619427
896,-0.227342546,0.201550394,0.144827589,7.261225224,0.99917829,11.14104939
897,-0.326086938,0.14782609,0.1369863,6.970730305,1.069174767,10.50794029
898,-0.386440665,0.200980395,0.226666674,7.178545475,1.032140255,10.92009449
899,-0.161740988,0.127659574,0.11057692,7.618742466,1.045812488,10.84659576
900,-0.123483434,0.222429276,0.226755336,11.80351067,1.022465348,15.01064587
901,NA,0.186666667,0.084269665,NA,1.036847472,10.94996452
902,-0.49118045,0.242236018,0.375,6.78219223,1.16486907,10.16053009
903,-0.518825293,0.137254909,0.1257485,7.268919945,0.984682739,10.18508911
904,NA,0.212355211,0.166666672,NA,1.160576463,11.4161396
905,-0.306295395,0.14495413,0.120481931,8.602636337,1.065281868,12.61356926
906,-0.258395523,0.126903549,0.076190479,7.031741142,0.946516514,10.74354458
907,-0.369038314,0.300469488,0.198830411,7.220373631,1.079178929,10.51588535
908,NA,0.207865164,0.280952394,NA,0.971365631,10.64770794
909,NA,0.268656731,0.143939391,NA,1.020947218,10.68916798
910,NA,0.232558146,0.192307696,NA,1.121611118,9.929301262
911,-0.582191765,0.097826086,0.115789473,6.648984432,1.046822786,10.37004757
912,-0.540410101,0.06467662,0.072202168,6.797940254,0.994176388,9.953419685
913,-0.383614451,0.214765102,0.21134752,7.725771427,1.042049766,11.61369324
914,NA,0.155672818,0.197132617,NA,1.074239016,10.79246902
915,NA,0.526582301,0.531727374,NA,0.979600012,13.17285728
916,NA,0.207865164,0.166666672,NA,0.974486947,10.23455238
917,-0.494033396,0.155963302,0.176470593,7.227662563,1.151397467,10.74705696
918,-0.539693594,0.148717955,0.155172408,7.383989334,0.999283671,10.96105194
919,NA,0.251497,0.178343952,NA,1.028308511,9.528212547
920,-0.232343912,0.067567565,0.056818184,6.948897362,1.0390836,10.80336475
921,-0.44384104,0.142292485,0.219780222,8.433158875,0.96894604,11.73348999
922,-0.530156851,0.103333332,0.11811024,7.499423504,1.097252727,11.2752142
923,NA,0.129870132,0.087499999,NA,1.024484515,10.48262596
924,NA,0.186440676,0.176470593,NA,0.972752035,10.80273342
925,-0.540305555,0.137466311,0.144549757,8.314587593,0.993036985,12.46264744
926,-0.518939376,0.179611653,0.205128208,7.441320419,1.01449275,10.69128513
927,-0.528600216,0.083521448,0.085201792,8.101374626,1.007539749,11.88262558
928,NA,0.151515156,0.163461536,NA,1.022041798,10.79084396
929,NA,0.170940176,0.046296295,NA,0.978595912,11.07869053
930,-0.367050201,0.150873959,0.163606003,9.058470726,0.973991334,12.89729595
931,NA,0.070588239,0.043165468,NA,0.859042525,9.948699951
932,NA,0.075342469,0.040935673,NA,0.961165071,10.01050186
933,NA,0.069565214,0.059322033,NA,1.008964181,10.30058479
934,-0.468421042,0.293706298,0.122093022,6.928537846,0.960377336,10.49747753
935,-0.49462828,0.171428576,0.208661422,7.832807541,0.991340041,11.57371902
936,-0.338139147,0.148702592,0.159822419,8.773385048,1.077255487,12.25361919
937,-0.538778305,0.114942528,0.068027213,7.379008293,0.929169834,11.49631786
938,NA,0.101694912,0.138888896,NA,0.988311708,10.44624805
939,-0.498819828,0.129999995,0.109243698,7.239932537,0.960865974,10.71274948
940,-0.476546675,0.126984134,0.132420093,8.867004395,0.964405656,12.53965473
941,-0.349650353,0.174917489,0.219594598,8.078377724,0.972511172,11.89527225
942,-0.567832172,0.15384616,0.027777778,6.650279045,0.921708167,10.64375687
943,-0.280590713,0.150943398,0.142857149,6.955592632,0.973651171,10.68384361
944,-0.52506268,0.132530123,0.1875,6.751101494,0.963291168,10.30343723
945,-0.552907169,0.223529413,0.181081086,7.990915298,1.018570065,11.82306099
946,-0.36740461,0.254999995,0.336734682,7.738052368,1.040762305,11.46637917
947,NA,0.233333334,0.148148149,NA,0.889344275,10.51612949
948,NA,0.100649349,0.03533569,NA,1.110970616,10.6188364
949,-0.585932314,0.110451303,0.048678722,7.498315811,1.149359941,11.27114677
950,-0.358057916,0.142224193,0.069579624,9.512369156,1.05370748,12.58895779
951,-0.314453125,0.116625309,0.063636363,6.378426075,1.045656562,9.740085602
952,0.151085719,0.225902587,0.150201812,12.04040718,1.035078287,NA
953,-0.445940167,0.187038556,0.122018352,8.711442947,1.053798318,12.32955456
954,0.014880925,0.075117372,0.079295151,6.647688389,0.988095224,10.42192459
955,-0.49468717,0.084507041,0.103092782,6.78219223,1.001455545,10.88124943
956,-0.607517779,0.187376723,0.085127205,8.224967003,1.091653585,11.58658504
957,-0.50417614,0.293768555,0.225694448,7.312553406,1.21344614,11.10860443
958,-0.443452358,0.06596306,0.016949153,6.694561958,1.220167041,10.56165504
959,-0.10955961,0.223671943,0.186385736,7.83518362,1.309367657,11.47839642
960,0.240004405,NA,NA,10.4878521,1.077309966,14.08159065
961,0.165771127,NA,NA,11.30631924,0.995763004,14.20381927
962,-0.356413186,0.068027213,0.050000001,6.966024399,0.976777911,10.65315723
963,0.005582839,0.249755338,0.158522502,8.934586525,1.00346899,11.37109661
964,-0.596286476,0.133757964,0.04955947,7.83518362,1.077592373,11.95156097
965,NA,0.119999997,0.031872511,NA,1.169471145,10.89696121
966,0.026477218,NA,NA,10.86389065,1.084514737,14.19674873
967,-0.424749166,0.173913047,0.086734697,7.760467052,0.959009767,11.02698803
968,0.256566226,0.273853093,0.15502958,9.88496685,1.018378735,13.39283657
969,-0.486427784,0.154411763,0.081521742,7.019296646,0.881463826,10.58428383
970,-0.011866242,0.102941178,0.036253776,7.01031208,1.091546059,10.87989426
971,0.006329119,0.079113923,0.078947365,6.756932259,1.088620305,10.06751823
972,-0.040863186,0.176185861,0.066037737,7.967973232,1.20878005,11.90336514
973,-0.446357608,0.16765286,0.040189125,7.523481369,1.140041471,11.70890331
974,-0.59929496,0.172348484,0.039665971,7.664346695,1.066229939,11.43130302
975,-0.517241359,0.248888895,0.223214284,6.317164898,0.938726962,10.00324249
976,0.186172843,0.203302965,0.128504679,7.948738575,1.180352688,12.12166882
977,0.099224806,0.076749437,0.05839416,6.922643661,1.132194281,10.69353485
978,0.003301531,0.177883729,0.082289055,9.214730263,1.093621492,13.20947266
979,-0.10388881,0.37108013,0.381350875,9.19512558,1.132843733,12.70965004
980,-0.101283237,0.180522561,0.178217828,7.757050991,1.083673477,11.04523945
981,-0.05692251,0.130530968,0.116666667,8.005367279,1.004854321,11.31812668
982,-0.296762586,0.191011235,0.135802463,7.153051853,0.994458139,10.89675808
983,-0.170360714,0.200712591,0.235164836,7.824046135,1.709276438,11.23450661
984,0.143049374,0.263000757,0.245933816,10.5373888,1.048269868,13.66962051
985,-0.284558833,0.203296706,0.154506445,7.286876202,1.015667558,10.66169643
986,-0.079010367,0.161228403,0.129496396,7.921898365,1.048757195,11.23082733
987,-0.32924962,0.259668499,0.227619052,7.966239929,1.016494513,11.59315872
988,0.156700402,0.194078952,0.137931034,8.180040359,1.264092088,11.4753685
989,-0.103536978,0.155555561,0.130081296,7.449498177,1.023887038,10.72825527
990,-0.241490021,0.269129872,0.370390743,11.10217094,1.102315545,14.41166687
991,-0.352528095,0.16744186,0.177914113,7.773173809,1.222786188,11.43904209
992,-0.266101718,0.227064222,0.359778583,8.521184921,0.991865933,12.34307861
993,-0.396719337,0.119402982,0.13333334,7.462789059,1.292746067,11.17862701
994,-0.495137036,0.15384616,0.067415729,7.069874287,0.982497096,10.85369682
995,-0.319530308,0.134831458,0.090909094,7.434847832,1.009689927,11.2677412
996,-0.303709418,0.106382981,0.15384616,7.232010365,1.050761461,10.61147404
997,-0.317104995,0.203852326,0.222873896,8.524764061,1.270436883,12.22608566
998,NA,0.132743359,0.116279073,NA,1.147117257,10.31698704
999,NA,0.142857149,0.042105265,NA,1.033582091,10.2175312
1000,NA,0.030303031,0.083333336,NA,1.058904052,10.62660599
1001,NA,0.125734434,0.230769232,NA,3.841965437,10.7222538
1002,-0.31451869,0.184955135,0.21979554,10.09348774,1.061873078,13.63152027
1003,-0.416832328,0.271028042,0.165217385,7.389564037,1.052871466,10.82611847
1004,-0.282752126,0.186666667,0.19178082,7.007600784,1.04214561,10.48178482
1005,-0.41089493,0.148936167,0.296703309,7.208600521,1.146608353,10.82802391
1006,-0.533417404,0.142857149,0.180722892,6.756932259,2.018616915,10.40086269
1007,-0.093141407,0.261627913,0.178343952,7.829232693,1.053986192,10.86197567
1008,-0.331015289,0.195488721,0.183544308,7.764296055,1.250166297,11.46798038
1009,-0.489709437,0.062015504,0.057142857,7.443078518,1.137026191,10.8604784
1010,-0.344900846,0.131048381,0.206106871,7.321849823,3.680485964,11.40846443
1011,-0.318558544,0.189349115,0.276595742,7.9848032,0.983813882,11.33160782
1012,-0.384930402,0.152542368,0.196428567,7.157735348,1.010526299,10.82384968
1013,-0.528428078,0.105769232,0.115384616,7.546446323,0.959147453,11.00783348
1014,-0.35719505,0.050632913,0.086956523,7.261927128,0.976377964,10.7815361
1015,-0.332130671,0.145439938,0.209327549,9.979846954,1.108448505,13.39683437
1016,-0.086097956,0.338235289,0.43225807,7.289610386,1.031692147,11.47601223
1017,0.020966798,0.197707742,0.094827585,7.596894264,1.229961276,10.89107513
1018,-0.327154785,0.139275759,0.016233766,7.053585529,1.148633838,10.56527328
1019,-0.680379748,0.041666668,0.018957347,6.816735744,1.091045856,10.63217068
1020,-0.487767577,0.114369504,0.04964539,6.573680401,1.095437884,10.49987602
1021,0.085784316,0.222988501,0.068728521,7.239214897,1.384451509,9.82482338
1022,-0.392734766,0.399336278,0.351925641,8.133880615,1.146608353,11.86021042
1023,-0.199818328,0.370192319,0.3125,7.082548618,1.045590401,10.50794029
1024,-0.033696055,0.208681136,0.058721934,8.074337959,1.051025629,11.53495121
1025,0.066882402,0.348101258,0.332129955,6.920671463,1.212281585,10.28721809
1026,-0.364905894,0.232142851,0.129963905,7.469654083,1.121549606,10.84181404
1027,0.042868286,0.328797072,0.2613208,11.72449875,0.995395184,14.70889378
1028,-0.158490568,0.239700377,0.10662359,8.102283478,0.99353236,11.5488615
1029,-0.032455117,0.225388601,0.070895523,8.08302021,1.010210276,11.46866035
1030,-0.202331945,0.253244489,0.208713979,8.551787376,1.556360483,11.95067692
1031,0.990510106,0.151193634,0.100628927,6.812345028,1.108505964,10.75630569
1032,-0.076948166,0.317734003,0.26329115,8.16961956,1.032038212,11.92900753
1033,0.089743614,0.347607046,0.092715234,7.142827511,1.51849997,11.16504002
1034,-0.077348083,0.229571983,0.066420667,6.648984432,1.03174603,10.46752167
1035,-0.114965707,0.238470197,0.110134736,8.697846413,1.018901944,11.70474339
1036,-0.343883663,0.297188759,0.253086418,7.145195961,1.183286548,10.5993309
1037,-0.170653105,0.273972601,0.244498774,8.865311623,1.172685862,12.01008797
1038,-0.037252635,0.147887319,0.026143791,6.826545238,0.969879508,10.55537033
1039,-0.083333343,0.224489793,0.030075189,7.605889797,0.947686136,10.73991203
1040,0.050030321,0.169875428,0.064971752,8.236685753,1.148203254,11.73064613
1041,-0.483464032,0.2774674,0.209497213,8.095903397,1.189439774,11.35353088
1042,-0.151285052,0.2781955,0.183807433,7.579167843,1.118084788,11.86050701
1043,NA,0.215873018,0.062745102,NA,1.114030242,10.56261253
1044,NA,0.292576432,0.265402853,NA,1.1033355,10.84955025
1045,0.174917489,0.19583334,0.167832166,7.442492485,0.965571225,10.94664001
1046,NA,0.258064508,0.170124486,NA,0.981422186,10.97536182
1047,NA,0.270967752,0.146067411,NA,0.970764101,10.53608799
1048,-0.094559848,0.273993701,0.332930326,10.56772041,1.332477331,14.13668251
1049,0.494449168,0.184210524,0.032967035,7.156956196,0.968152881,10.29265404
1050,NA,0.239999995,0.050724637,NA,0.951977372,9.644845963
1051,-0.526795924,0.306849301,0.248756215,7.733683586,0.993165493,11.16335392
1052,NA,0.225806445,0.351190478,NA,1.056982398,10.28983784
1053,0.35135138,0.207207203,0.086206898,7.457032204,1.129618406,11.08281898
1054,-0.38437739,0.287081331,0.252427191,7.297091007,0.959468901,10.79339314
1055,NA,0.270000011,0.064814813,NA,1.050306797,10.4103651
1056,-0.125939846,0.28061223,0.162162155,6.318968296,1.096169472,10.55082607
1057,NA,0.195121944,0.079497911,NA,0.994645238,9.514732361
1058,0.008992791,0.206060603,0.205882356,7.185387135,1.096802831,10.54998875
1059,-0.277867526,0.238532111,0.222222224,7.268919945,1.193103433,11.1242733
1060,0.038209587,0.403061211,0.480916023,6.970730305,1.229622245,11.19711781
1061,-0.063931316,0.224899605,0.054054055,7.075809002,1.056146622,11.02527905
1062,-0.074608147,0.261829644,0.262996942,7.494986057,1.863787413,11.4785614
1063,-0.105731219,0.266233772,0.108208954,7.050989628,1.06392467,11.09093475
1064,-0.205649719,0.34803921,0.10798122,6.889591217,1.060455203,10.81488609
1065,-0.267140329,0.256256253,0.207520887,8.050384521,1.391592026,11.79749489
1066,-0.584249079,0.359832644,0.272093028,7.104144096,1.074911237,11.67042446
1067,-0.480455995,0.338199526,0.202777773,6.498281956,1.102525949,10.17534542
1068,-0.539568365,0.319078952,0.137426898,6.802394867,0.810105026,10.47638607
1069,0.006466359,0.35957697,0.289136022,7.987524509,1.110329509,12.37004757
1070,-0.325217396,0.3104693,0.290030211,6.432940006,0.967269599,10.33996677
1071,-0.138840735,0.204345271,0.174282685,8.705662727,1.333833694,12.37072277
1072,-0.413489729,0.181286544,0.269230783,6.673297882,3.453047752,10.96981812
1073,0.016949147,0.170731708,0.023255814,6.549650669,1.044549704,10.67586136
1074,0.121446818,0.368338466,0.292798728,11.80444527,1.095525146,NA
1075,-0.131147563,0.195402294,0.031372551,6.71538353,1.129649282,10.97495174
